category,question,question_image,question_hint,type,published,wrong_answer_text,right_answer_text,explanation,user_explanation,not_influence_to_score,weight,answers,options,question_title,tags,id
Nomenclatura náutica,&lt;p&gt;¿Qué es el barbotén?&lt;/p&gt;,,,radio,1,,,,off,off,1,Un tambor firmemente unido al otro extremo del eje del molinete.::0::0::::::A::1::::;;La pieza que permite embragar y desembragar el eje del molinete.::0::0::::::A::2::::;;Una máquina eléctrica o hidráulica que se emplea para virar y arriar la cadena del ancla.::0::0::::::A::3::::;;Una corona con muescas donde se acoplan los eslabones de la cadena.::1::0::::::A::4::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1
Reglamento (RIPA),"&lt;p&gt;Según la definición de la regla 3.g del RIPA, un buque con capacidad de maniobra restringida:&lt;/p&gt;",,,radio,1,,,,off,off,1,"Es incapaz de maniobrar en la forma exigida por el RIPA, debido a cualquier circunstancia excepcional.::0::0::::::A::97::::;;Tiene reducida su capacidad para maniobrar en la forma exigida por el RIPA, debido a la escasa profundidad y anchura disponible del agua navegable.::0::0::::::A::98::::;;Tiene reducida su capacidad para maniobrar en la forma exigida por el RIPA, debido a la naturaleza de su trabajo.::1::0::::::A::99::::;;Puede, no obstante, apartarse de la derrota de otro buque.::0::0::::::A::100::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,25
Reglamento (RIPA),"&lt;p&gt;Según la regla 7.a del RIPA, ¿cuál de las siguientes afirmaciones es FALSA?&lt;/p&gt;",,,radio,1,,,,off,off,1,"En caso de abrigarse alguna duda acerca de si existe riesgo de abordaje, se considerará que el riesgo existe.::0::0::::::A::101::::;;Si la demora de un buque que se aproxima no varía de forma apreciable, se considerará que existe riesgo de abordaje.::0::0::::::A::102::::;;Siendo evidente una variación apreciable de la demora al aproximarse a cualquier buque a muy corta distancia, puede existir riesgo de abordaje.::0::0::::::A::103::::;;En toda circunstancia y condición, cada buque hará necesariamente uso de todos y cada unos los medios de que disponga para determinar si existe riesgo de abordaje.::1::0::::::A::104::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,26
Reglamento (RIPA),"&lt;p&gt;De acuerdo con la regla 2.b del RIPA, un buque puede apartarse de dicho Reglamento:&lt;/p&gt;",,,radio,1,,,,off,off,1,"Cuando un peligro de navegación, riesgo de abordaje o circunstancias especiales, incluidas las limitaciones de los buques interesados, que han de tomarse en consideración al interpretar y cumplir el Reglamento, hagan necesario apartarse del mismo para evitar un peligro inmediato.::1::0::::::A::105::::;;Cuando un peligro de navegación, riesgo de abordaje o circunstancias especiales, incluidas las limitaciones de los buques interesados, que han de tomarse en consideración al interpretar y cumplir el Reglamento, hagan necesario apartarse del mismo para evitar un peligro potencial.::0::0::::::A::106::::;;En ningún caso.::0::0::::::A::107::::;;Sólo para cumplir una regla especial establecida por la autoridad competente.::0::0::::::A::108::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,27
Maniobra y navegación,"&lt;p&gt;En las embarcaciones con una única hélice de giro a la derecha (dextrógira), ¿de qué forma podríamos iniciar una ciaboga?&lt;/p&gt;",,,radio,1,,,,off,off,1,Con máquina avante y el timón a estribor.::1::0::::::A::109::::;;Con máquina avante y el timón a babor.::0::0::::::A::110::::;;Con máquina atrás y el timón a estribor.::0::0::::::A::111::::;;No se puede ciabogar con una sola hélice.::0::0::::::A::112::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,28
Maniobra y navegación,&lt;p&gt;Decimos que tesamos un cabo cuando:&lt;/p&gt;,,,radio,1,,,,off,off,1,Lo aflojamos.::0::0::::::A::113::::;;Lo dejamos bien tenso.::1::0::::::A::114::::;;Lo cobramos con molinete.::0::0::::::A::115::::;;Lo arriamos poco a poco.::0::0::::::A::116::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,29
Emergencias en la mar,&lt;p&gt;Inmediatamente después de ser abordada una embarcación por otra:&lt;/p&gt;,,,radio,1,,,,off,off,1,Se comunicará a la compañía aseguradora los hechos acontecidos.::0::0::::::A::117::::;;Se procurarán aislar los compartimentos que existan en la embarcación y se combatirá cualquier inundación.::1::0::::::A::118::::;;Se separará la embarcación que aborda.::0::0::::::A::119::::;;Se lanzarán guindolas al agua.::0::0::::::A::120::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,30
Emergencias en la mar,&lt;p&gt;¿Cuál de la siguiente información NO es necesaria intercambiar entre dos embarcaciones implicadas en un abordaje?&lt;/p&gt;,,,radio,1,,,,off,off,1,Puerto más próximo de escala.::0::0::::::A::121::::;;Puerto de registro.::0::0::::::A::122::::;;Número de pasajeros.::1::0::::::A::123::::;;Nombre de la embarcación.::0::0::::::A::124::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,31
Emergencias en la mar,&lt;p&gt;La maniobra para reflotar una embarcación varada:&lt;/p&gt;,,,radio,1,,,,off,off,1,"Con independencia de si se trata de un lugar donde hay mareas, se hará inmediatamente para minimizar los daños.::0::0::::::A::125::::;;Se llevará a cabo en el momento de la pleamar si ha ocurrido en un lugar donde hay mareas.::1::0::::::A::126::::;;Siempre se hará asistiéndonos de un remolque para evitar daños a la obra viva.::0::0::::::A::127::::;;Se llevará a cabo en el momento de la bajamar si ha ocurrido en un lugar donde hay mareas.::0::0::::::A::128::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,32
Meteorología,&lt;p&gt;La escala Celsius sirve para medir:&lt;/p&gt;,,,radio,1,,,,off,off,1,La temperatura.::1::0::::::A::129::::;;La presión.::0::0::::::A::130::::;;El desplazamiento.::0::0::::::A::131::::;;La velocidad del viento.::0::0::::::A::132::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,33
Meteorología,&lt;p&gt;La bajada brusca del nivel del barómetro expresa:&lt;/p&gt;,,,radio,1,,,,off,off,1,Tendencia a suaves vientos.::0::0::::::A::133::::;;Tendencia a fuertes vientos.::1::0::::::A::134::::;;Tendencia a cesar el viento.::0::0::::::A::135::::;;Tendencia a mejoría del tiempo.::0::0::::::A::136::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,34
Meteorología,&lt;p&gt;El fetch se puede expresar en:&lt;/p&gt;,,,radio,1,,,,off,off,1,Nudos.::0::0::::::A::137::::;;Grados de longitud.::0::0::::::A::138::::;;Millas náuticas.::1::0::::::A::139::::;;Metros cuadrados.::0::0::::::A::140::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,35
