category,question,question_image,question_hint,type,published,wrong_answer_text,right_answer_text,explanation,user_explanation,not_influence_to_score,weight,answers,options,question_title,tags,id
Reglamento (RIPA),"&lt;p&gt;Regla 34 del RIPA -Señales de maniobra y advertencia: ""Cuando varios buques estén a la vista unos de otros, todo buque de propulsión mecánica en navegación, al maniobrar de acuerdo con lo autorizado o exigido por estas reglas, deberá indicar su maniobra mediante las siguientes señales, emitidas con el pito…""&lt;/p&gt;",,,radio,1,,,,off,off,1,"Dos pitadas cortas para indicar: ""caigo a estribor"".::0::0::::::A::21165::::;;Dos pitadas cortas para indicar: ""caigo a babor"".::1::0::::::A::21166::::;;Tres pitadas cortas para indicar: ""caigo a babor"".::0::0::::::A::21167::::;;Tres pitadas cortas para indicar: ""voy máquina avante"".::0::0::::::A::21168::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5292
Maniobra y navegación,&lt;p&gt;Se llama abarloarse a la acción de…&lt;/p&gt;,,,radio,1,,,,off,off,1,Atracar por la banda de babor o estribor al muelle.::0::0::::::A::21169::::;;Atracar la proa o la popa al muelle.::0::0::::::A::21170::::;;Atracar a un muerto.::0::0::::::A::21171::::;;Atracar un costado del barco con el costado de otro barco.::1::0::::::A::21172::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5293
Maniobra y navegación,"&lt;p&gt;Para amarrarse a una boya, lo mejor es tomar la corriente por…&lt;/p&gt;",,,radio,1,,,,off,off,1,La popa.::0::0::::::A::21173::::;;La aleta de babor.::0::0::::::A::21174::::;;La proa.::1::0::::::A::21175::::;;La aleta de estribor.::0::0::::::A::21176::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5294
Emergencias en la mar,&lt;p&gt;Si tenemos un abordaje y la proa de nuestro barco se ha incrustado en el costado del otro barco. ¿Qué debemos hacer?&lt;/p&gt;,,,radio,1,,,,off,off,1,Daremos toda atrás para separarnos cuanto antes.::0::0::::::A::21177::::;;Nos pondremos de acuerdo con el mando del otro barco para comprobar las averías y proceder en consecuencia.::1::0::::::A::21178::::;;Esperaremos a que el viento y la mar nos separen.::0::0::::::A::21179::::;;Pedir socorro.::0::0::::::A::21180::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5295
Emergencias en la mar,&lt;p&gt;En caso de hemorragia arterial:&lt;/p&gt;,,,radio,1,,,,off,off,1,Se comprimirá la herida y se aplicará torniquete si no deja de manar sangre.::1::0::::::A::21181::::;;Se aplicarán vasodilatadores.::0::0::::::A::21182::::;;Se dejará que salga toda la sangre posible para evitar infecciones.::0::0::::::A::21183::::;;Se dejará la herida por debajo del corazón para que coagule.::0::0::::::A::21184::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5296
Emergencias en la mar,&lt;p&gt;De las siguientes afirmaciones indique la que  NO ES CORRECTA en cuanto a prevención de incendios:&lt;/p&gt;,,,radio,1,,,,off,off,1,Llenar el depósito con el motor en marcha.::1::0::::::A::21185::::;;Cuando se derrama combustible es necesario enjuagar abundantemente con agua.::0::0::::::A::21186::::;;No llenar jamás el depósito con el motor en marcha.::0::0::::::A::21187::::;;Las baterías deben estar en un lugar aireado y dotado de un sistema de ventilación.::0::0::::::A::21188::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5297
Meteorología,"&lt;p&gt;La presión atmosférica media a nivel del mar, vale…&lt;/p&gt;",,,radio,1,,,,off,off,1,1000 mm.::0::0::::::A::21189::::;;760 mm.::1::0::::::A::21190::::;;750 mm.::0::0::::::A::21191::::;;740 mm.::0::0::::::A::21192::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5298
Meteorología,&lt;p&gt;La persistencia es:&lt;/p&gt;,,,radio,1,,,,off,off,1,La distancia en que el viento sopla en la misma dirección.::0::0::::::A::21193::::;;La intensidad del viento.::0::0::::::A::21194::::;;El tiempo que el viento sopla en la misma dirección.::1::0::::::A::21195::::;;El fetch.::0::0::::::A::21196::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5299
Meteorología,&lt;p&gt;¿De qué tres variables depende la altura de las olas?&lt;/p&gt;,,,radio,1,,,,off,off,1,"Fetch, persistencia e intensidad.::1::0::::::A::21197::::;;Resistencia, velocidad y fetch.::0::0::::::A::21198::::;;Persistencia, resistencia e intensidad.::0::0::::::A::21199::::;;Intensidad, velocidad y resistencia.::0::0::::::A::21200::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5300
Meteorología,&lt;p&gt;¿Qué se entiende por fetch?&lt;/p&gt;,,,radio,1,,,,off,off,1,La fuerza que ejerce el viento.::0::0::::::A::21201::::;;El número de horas que ha soplado el viento en la misma dirección.::0::0::::::A::21202::::;;La altura media de las olas en metros.::0::0::::::A::21203::::;;La extensión sobre la que sopla un viento de dirección y fuerza constante.::1::0::::::A::21204::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5301
Teoría de la navegación,&lt;p&gt;Pasar de cuadrantal a circular el rumbo S50W.&lt;/p&gt;,,,radio,1,,,,off,off,1,130°::0::0::::::A::21205::::;;330º::0::0::::::A::21206::::;;230º::1::0::::::A::21207::::;;030º::0::0::::::A::21208::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5302
